timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-01-12T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-12T15:23:00.000Z";"2025-01-12T09:50:00.000Z";"2781";94565.7258317476;95367.5362990402;93712.5116724825;94488.4410616268;20885130964.79;1871766465336.38;"2025-01-12T23:59:59.999Z"
"2025-01-11T00:00:00.000Z";"2025-01-11T23:59:59.999Z";"2025-01-11T21:56:00.000Z";"2025-01-11T04:38:00.000Z";"2781";94700.8380534732;94977.6876648955;93840.043523601;94566.5936752458;18860894100.35;1873237899879.31;"2025-01-11T23:59:59.999Z"
"2025-01-10T00:00:00.000Z";"2025-01-10T23:59:59.999Z";"2025-01-10T17:59:00.000Z";"2025-01-10T15:15:00.000Z";"2781";92494.4915059927;95770.6115962075;92250.092737317;94701.4564626687;62058693683.57;1875885466612.61;"2025-01-10T23:59:59.999Z"
"2025-01-09T00:00:00.000Z";"2025-01-09T23:59:59.999Z";"2025-01-09T01:25:00.000Z";"2025-01-09T20:23:00.000Z";"2781";95043.4876399706;95349.7214596253;91220.8422602806;92484.0369715298;62777261693.16;1832169140187.88;"2025-01-09T23:59:59.999Z"
"2025-01-08T00:00:00.000Z";"2025-01-08T23:59:59.999Z";"2025-01-08T01:00:00.000Z";"2025-01-08T17:32:00.000Z";"2781";96924.1649742654;97258.3217480094;92525.8445608172;95043.5234559406;63875859171.19;1882572360732.92;"2025-01-08T23:59:59.999Z"
"2025-01-07T00:00:00.000Z";"2025-01-07T23:59:59.999Z";"2025-01-07T00:37:00.000Z";"2025-01-07T20:25:00.000Z";"2781";102248.8525481832;102712.4856972717;96132.8747011312;96922.7052796726;58685738546.55;1919787500379.26;"2025-01-07T23:59:59.999Z"
"2025-01-06T00:00:00.000Z";"2025-01-06T23:59:59.999Z";"2025-01-06T16:30:00.000Z";"2025-01-06T01:22:00.000Z";"2781";98314.9569580597;102482.8739099194;97926.1485172348;102078.0855728765;51823432704.9;2021809968109.4;"2025-01-06T23:59:59.999Z"
"2025-01-05T00:00:00.000Z";"2025-01-05T23:59:59.999Z";"2025-01-05T23:03:00.000Z";"2025-01-05T14:21:00.000Z";"2781";98233.9057765858;98813.3085544115;97291.7646063472;98314.9594436372;20525254824.64;1947189546143.58;"2025-01-05T23:59:59.999Z"
"2025-01-04T00:00:00.000Z";"2025-01-04T23:59:59.999Z";"2025-01-04T21:06:00.000Z";"2025-01-04T15:51:00.000Z";"2781";98106.9935527892;98734.4281764666;97562.9759692776;98236.2290916657;22342608077.72;1945654462825.16;"2025-01-04T23:59:59.999Z"
"2025-01-03T00:00:00.000Z";"2025-01-03T23:59:59.999Z";"2025-01-03T19:22:00.000Z";"2025-01-03T08:37:00.000Z";"2781";96881.7290234686;98956.9170426074;96034.6140572454;98107.4287619937;35611391162.85;1943222658412.32;"2025-01-03T23:59:59.999Z"
"2025-01-02T00:00:00.000Z";"2025-01-02T23:59:59.999Z";"2025-01-02T20:25:00.000Z";"2025-01-02T00:19:00.000Z";"2781";94416.2865472787;97739.8168446244;94201.5704154564;96886.8782682304;46009564411.19;1918730145566.76;"2025-01-02T23:59:59.999Z"
"2025-01-01T00:00:00.000Z";"2025-01-01T23:59:59.999Z";"2025-01-01T21:25:00.000Z";"2025-01-01T09:28:00.000Z";"2781";93425.1021360494;94929.8648089961;92788.1278846819;94419.7575054903;24519888918.84;1869850163161.44;"2025-01-01T23:59:59.999Z"
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T14:35:00.000Z";"2024-12-31T01:32:00.000Z";"2781";92643.251221688;96090.6037883835;91914.0277832714;93429.2028113992;43625106842.87;1850183342119.26;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T20:25:00.000Z";"2024-12-30T15:11:00.000Z";"2781";93527.1974974745;94903.3238957155;91317.1354600511;92643.2146040146;56188003691.42;1834643033988.95;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T00:00:00.000Z";"2024-12-29T23:12:00.000Z";"2781";95174.0551172888;95174.8784017898;92881.7918699336;93530.2284378695;29635885266.64;1852119372624.09;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T22:53:00.000Z";"2024-12-28T01:27:00.000Z";"2781";94160.1862227031;95525.8985215209;94014.2864973319;95163.9319264048;24107436184.88;1884684226460.12;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T09:07:00.000Z";"2024-12-27T17:25:00.000Z";"2781";95704.9745862557;97294.8464204259;93310.7438042296;94164.8603483526;52419934565.08;1864541907464.46;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T00:11:00.000Z";"2024-12-26T10:15:00.000Z";"2781";99297.6970087846;99884.57216657;95137.8852950566;95795.5165975983;47054980873.26;1896937576269.02;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T23:57:00.000Z";"2024-12-25T12:03:00.000Z";"2781";98675.9108627628;99478.7490158499;97593.470165093;99299.1927492124;33700394629.11;1966210082590.95;"2024-12-25T23:59:59.999Z"
"2024-12-24T00:00:00.000Z";"2024-12-24T23:59:59.999Z";"2024-12-24T18:18:00.000Z";"2024-12-24T02:22:00.000Z";"2781";94684.3475533376;99404.0613248691;93448.0139404195;98676.0973968281;47114953674.13;1953851713516.67;"2024-12-24T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-23T23:59:59.999Z";"2024-12-23T11:03:00.000Z";"2024-12-23T20:17:00.000Z";"2781";95099.3919548289;96416.2139282978;92403.1313832204;94686.2394384325;65239002918.62;1875314065984.88;"2024-12-23T23:59:59.999Z"
"2024-12-22T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-22T00:40:00.000Z";"2024-12-22T22:11:00.000Z";"2781";97218.3182689266;97360.2647012436;94202.1862477336;95104.9343710597;43147981313.7;1882953315399.26;"2024-12-22T23:59:59.999Z"
"2024-12-21T00:00:00.000Z";"2024-12-21T23:59:59.999Z";"2024-12-21T07:44:00.000Z";"2024-12-21T13:34:00.000Z";"2781";97756.1922018157;99507.0985909185;96426.5207387424;97224.7263442974;51765334293.97;1924861940275.83;"2024-12-21T23:59:59.999Z"
"2024-12-20T00:00:00.000Z";"2024-12-20T23:59:59.999Z";"2024-12-20T07:13:00.000Z";"2024-12-20T12:18:00.000Z";"2781";97484.6973095173;98098.9113051982;92175.1804504625;97755.9301603751;105634083408.08;1935459460468.73;"2024-12-20T23:59:59.999Z"
"2024-12-19T00:00:00.000Z";"2024-12-19T23:59:59.999Z";"2024-12-19T14:36:00.000Z";"2024-12-19T20:14:00.000Z";"2781";100070.6874289428;102748.1508466264;95587.6815019394;97490.949982775;97221662391.74;1930044053238.37;"2024-12-19T23:59:59.999Z"
"2024-12-18T00:00:00.000Z";"2024-12-18T23:59:59.999Z";"2024-12-18T00:19:00.000Z";"2024-12-18T23:59:00.000Z";"2781";106147.2952596834;106470.6063648963;100041.5427029048;100041.5427029048;93865656139.45;1982994456166.16;"2024-12-18T23:59:59.999Z"
"2024-12-17T00:00:00.000Z";"2024-12-17T23:59:59.999Z";"2024-12-17T14:59:00.000Z";"2024-12-17T22:47:00.000Z";"2781";106030.6905824521;108268.4470804361;105291.7378675813;106140.5982384302;68589364867.85;2101344621529.72;"2024-12-17T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-16T23:59:59.999Z";"2024-12-16T18:31:00.000Z";"2024-12-16T12:51:00.000Z";"2781";104293.5764606967;107780.5795522059;103322.9828188519;106029.7205860963;91020417816.32;2099101774990.23;"2024-12-16T23:59:59.999Z"
"2024-12-15T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-15T23:28:00.000Z";"2024-12-15T00:42:00.000Z";"2781";101373.5329606796;105047.5418842031;101227.0277929951;104298.6957979219;51145914137.43;2065144333081.26;"2024-12-15T23:59:59.999Z"
"2024-12-14T00:00:00.000Z";"2024-12-14T23:59:59.999Z";"2024-12-14T01:29:00.000Z";"2024-12-14T20:54:00.000Z";"2781";101451.4399501803;102618.8845754313;100634.0575481614;101372.9660786534;40422968793.07;2006808502978.48;"2024-12-14T23:59:59.999Z"
"2024-12-13T00:00:00.000Z";"2024-12-13T23:59:59.999Z";"2024-12-13T20:46:00.000Z";"2024-12-13T01:54:00.000Z";"2781";100046.6505381214;101888.8084089508;99233.2780486758;101459.2544012685;56894751583.19;2008423637064.33;"2024-12-13T23:59:59.999Z"
"2024-12-12T00:00:00.000Z";"2024-12-12T23:59:59.999Z";"2024-12-12T16:17:00.000Z";"2024-12-12T19:48:00.000Z";"2781";101167.8070043369;102524.9102753456;99339.9499287061;100042.9979150116;72073983532.97;1980440555379.36;"2024-12-12T23:59:59.999Z"
"2024-12-11T00:00:00.000Z";"2024-12-11T23:59:59.999Z";"2024-12-11T22:12:00.000Z";"2024-12-11T02:00:00.000Z";"2781";96656.0616181213;101913.3624657153;95747.2288650111;101173.0326451109;85391409935.84;2002682634623.17;"2024-12-11T23:59:59.999Z"
"2024-12-10T00:00:00.000Z";"2024-12-10T23:59:59.999Z";"2024-12-10T14:49:00.000Z";"2024-12-10T18:13:00.000Z";"2781";97441.2344664559;98270.1527701471;94321.25879199;96675.4335399369;104823780633.61;1913235117589.06;"2024-12-10T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-09T23:59:59.999Z";"2024-12-09T00:02:00.000Z";"2024-12-09T21:06:00.000Z";"2781";101237.0615213342;101272.5042134275;94355.9110419722;97432.7212603679;110676473908.41;1928513648652;"2024-12-09T23:59:59.999Z"
"2024-12-08T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-08T23:57:00.000Z";"2024-12-08T09:56:00.000Z";"2781";99921.9167967171;101399.9887089246;98771.5141679393;101236.0131403532;44125751925.28;2003538950158.15;"2024-12-08T23:59:59.999Z"
"2024-12-07T00:00:00.000Z";"2024-12-07T23:59:59.999Z";"2024-12-07T01:05:00.000Z";"2024-12-07T05:46:00.000Z";"2781";99916.7144638641;100563.3797510387;99030.8864921902;99923.3366192646;44177510896.8;1977521445640.32;"2024-12-07T23:59:59.999Z"
"2024-12-06T00:00:00.000Z";"2024-12-06T23:59:59.999Z";"2024-12-06T20:43:00.000Z";"2024-12-06T00:07:00.000Z";"2781";97074.2248322286;102039.8817958907;96514.8760817966;99920.7147303285;94534772657.92;1977630964720.96;"2024-12-06T23:59:59.999Z"
"2024-12-05T00:00:00.000Z";"2024-12-05T23:59:59.999Z";"2024-12-05T03:09:00.000Z";"2024-12-05T22:29:00.000Z";"2781";98741.5393815507;103900.4721472336;91998.781701436;96593.5722722098;149218945579.65;1911777565577.02;"2024-12-05T23:59:59.999Z"
"2024-12-04T00:00:00.000Z";"2024-12-04T23:59:59.999Z";"2024-12-04T20:52:00.000Z";"2024-12-04T16:53:00.000Z";"2781";95988.5287123714;99207.3250728128;94660.5232511768;98768.5275553455;77199817111.98;1954156097012.25;"2024-12-04T23:59:59.999Z"
"2024-12-03T00:00:00.000Z";"2024-12-03T23:59:59.999Z";"2024-12-03T02:42:00.000Z";"2024-12-03T14:36:00.000Z";"2781";95854.5974342939;96297.2000609749;93629.5598937809;96002.162144032;67067810961.23;1899532461067.09;"2024-12-03T23:59:59.999Z"
"2024-12-02T00:00:00.000Z";"2024-12-02T23:59:59.999Z";"2024-12-02T01:32:00.000Z";"2024-12-02T18:00:00.000Z";"2781";97276.0101170567;98152.5982470177;94482.8633434321;95865.3016323752;72680784305.11;1896994040043.38;"2024-12-02T23:59:59.999Z"
